"Home name",Long,Lat
Domov,15.348743,50.434047

,,"Product name","Product type",,,
,,Termostat,NATherm1,,,

Timestamp,"Timezone : Europe/Prague","Temperature °C","Setpoint Temperature °C","Boiler ON","Boiler OFF",
1767050100,"2025/12/30 00:15:00",19.1,18,0,1797,
1767051900,"2025/12/30 00:45:00",18.9,18,0,1807,
1767053700,"2025/12/30 01:15:00",18.8,18,0,1797,
1767055500,"2025/12/30 01:45:00",18.7,18,0,1797,
1767057300,"2025/12/30 02:15:00",18.6,18,0,1796,
1767059100,"2025/12/30 02:45:00",18.5,18,0,1808,
1767060900,"2025/12/30 03:15:00",18.4,18,0,1797,
1767062700,"2025/12/30 03:45:00",18.4,18,0,1796,
1767064500,"2025/12/30 04:15:00",18.3,18,0,1808,
1767066300,"2025/12/30 04:45:00",18.2,18,0,1797,
1767068100,"2025/12/30 05:15:00",18.1,18,0,1796,
1767069900,"2025/12/30 05:45:00",18.1,18,0,1808,
1767071700,"2025/12/30 06:15:00",18,18,236,1561,
1767073500,"2025/12/30 06:45:00",18.1,18,1183,613,
1767075300,"2025/12/30 07:15:00",18.4,19.1,1194,614,
1767077100,"2025/12/30 07:45:00",19,19.5,1797,0,
1767078900,"2025/12/30 08:15:00",19.8,19.5,495,1312,
1767080700,"2025/12/30 08:45:00",19.8,19.5,0,1797,
1767082500,"2025/12/30 09:15:00",19.8,19.5,0,1797,
1767084300,"2025/12/30 09:45:00",19.7,19.5,0,1807,
1767086100,"2025/12/30 10:15:00",19.7,19.5,0,1797,
1767087900,"2025/12/30 10:45:00",19.6,19.5,0,1797,
1767089700,"2025/12/30 11:15:00",19.6,19.5,0,1796,
1767091500,"2025/12/30 11:45:00",19.5,19.5,290,1518,
1767093300,"2025/12/30 12:15:00",19.6,19.5,1259,538,
1767095100,"2025/12/30 12:45:00",20.1,19.5,0,1796,
1767096900,"2025/12/30 13:15:00",20.3,19.5,0,1808,
1767098700,"2025/12/30 13:45:00",20.2,19.5,0,1797,
1767100500,"2025/12/30 14:15:00",20,19.5,0,1796,
1767102300,"2025/12/30 14:45:00",19.7,19.5,0,1808,
1767104100,"2025/12/30 15:15:00",19.6,19.5,0,1797,
1767105900,"2025/12/30 15:45:00",19.5,19.5,0,1796,
1767107700,"2025/12/30 16:15:00",19.5,19.5,1290,518,
1767109500,"2025/12/30 16:45:00",19.8,19.5,0,1797,
1767111300,"2025/12/30 17:15:00",19.7,19.5,0,1796,
1767113100,"2025/12/30 17:45:00",19.6,19.5,0,1808,
1767114900,"2025/12/30 18:15:00",19.5,19.5,194,1603,
1767116700,"2025/12/30 18:45:00",19.5,19.5,1226,570,
1767118500,"2025/12/30 19:15:00",19.8,19.5,0,1808,
1767120300,"2025/12/30 19:45:00",19.8,19.5,0,1797,
1767122100,"2025/12/30 20:15:00",19.7,19.5,0,1796,
1767123900,"2025/12/30 20:45:00",19.6,19.5,0,1808,
1767125700,"2025/12/30 21:15:00",19.5,19.5,474,1323,
1767127500,"2025/12/30 21:45:00",19.6,19.5,1076,720,
1767129300,"2025/12/30 22:15:00",19.8,18,0,1765,
1767131100,"2025/12/30 22:45:00",19.7,18,0,1797,
1767132900,"2025/12/30 23:15:00",19.6,18,0,1807,
1767134700,"2025/12/30 23:45:00",19.4,18,0,1797,
1767136500,"2025/12/31 00:15:00",19.2,18,0,1797,
1767138300,"2025/12/31 00:45:00",19,18,0,1807,
1767140100,"2025/12/31 01:15:00",18.9,18,0,1797,
1767141900,"2025/12/31 01:45:00",18.8,18,0,1797,
1767143700,"2025/12/31 02:15:00",18.7,18,0,1796,
1767145500,"2025/12/31 02:45:00",18.6,18,0,1808,
1767147300,"2025/12/31 03:15:00",18.5,18,0,1797,
1767149100,"2025/12/31 03:45:00",18.4,18,0,1796,
1767150900,"2025/12/31 04:15:00",18.3,18,0,1808,
1767152700,"2025/12/31 04:45:00",18.2,18,0,1797,
1767154500,"2025/12/31 05:15:00",18.1,18,0,1796,
1767156300,"2025/12/31 05:45:00",18.1,18,0,1808,
1767158100,"2025/12/31 06:15:00",18,18,0,1797,
1767159900,"2025/12/31 06:45:00",18,18,1387,409,
1767161700,"2025/12/31 07:15:00",18.3,19.1,1227,581,
1767163500,"2025/12/31 07:45:00",19,19.5,1797,0,
1767165300,"2025/12/31 08:15:00",19.7,19.5,366,1441,
1767167100,"2025/12/31 08:45:00",19.8,19.5,0,1797,
1767168900,"2025/12/31 09:15:00",19.8,19.5,0,1797,
1767170700,"2025/12/31 09:45:00",19.8,19.5,0,1807,
1767172500,"2025/12/31 10:15:00",19.7,19.5,0,1797,
1767174300,"2025/12/31 10:45:00",19.4,19.5,625,1172,
1767176100,"2025/12/31 11:15:00",19.6,19.5,1184,623,
1767177900,"2025/12/31 11:45:00",19.8,19.5,0,1797,
1767179700,"2025/12/31 12:15:00",19.7,19.5,0,1797,
1767181500,"2025/12/31 12:45:00",19.6,19.5,0,1807,
1767183300,"2025/12/31 13:15:00",19.5,19.5,75,1722,
1767185100,"2025/12/31 13:45:00",19.5,19.5,1474,323,
1767186900,"2025/12/31 14:15:00",19.8,19.5,0,1807,
1767188700,"2025/12/31 14:45:00",19.7,19.5,0,1797,
1767190500,"2025/12/31 15:15:00",19.6,19.5,0,1797,
1767192300,"2025/12/31 15:45:00",19.5,19.5,0,1796,
1767194100,"2025/12/31 16:15:00",19.4,19.5,1324,484,
1767195900,"2025/12/31 16:45:00",19.7,19.5,225,1572,
1767197700,"2025/12/31 17:15:00",19.8,19.5,0,1796,
1767199500,"2025/12/31 17:45:00",19.7,19.5,0,1808,
1767201300,"2025/12/31 18:15:00",19.6,19.5,0,1797,
1767203100,"2025/12/31 18:45:00",19.5,19.5,1151,645,
1767204900,"2025/12/31 19:15:00",19.7,19.5,269,1539,
1767206700,"2025/12/31 19:45:00",19.7,19.5,0,1797,
1767208500,"2025/12/31 20:15:00",19.7,19.5,0,1796,
1767210300,"2025/12/31 20:45:00",19.6,19.5,0,1797,
1767212100,"2025/12/31 21:15:00",19.5,19.5,279,1529,
1767213900,"2025/12/31 21:45:00",19.5,19.5,1269,527,
1767215700,"2025/12/31 22:15:00",19.8,18.4,0,1829,
1767217500,"2025/12/31 22:45:00",19.7,18,0,1797,
1767219300,"2025/12/31 23:15:00",19.6,18,0,1808,
1767221100,"2025/12/31 23:45:00",19.5,18,0,1796,
1767222900,"2026/01/01 00:15:00",19.3,18,0,1797,
1767224700,"2026/01/01 00:45:00",19.1,18,0,1808,
1767226500,"2026/01/01 01:15:00",19,18,0,1797,
1767228300,"2026/01/01 01:45:00",18.9,18,0,1796,
1767230100,"2026/01/01 02:15:00",18.8,18,0,1797,
1767231900,"2026/01/01 02:45:00",18.7,18,0,1808,
1767233700,"2026/01/01 03:15:00",18.6,18,0,1796,
1767235500,"2026/01/01 03:45:00",18.5,18,0,1797,
1767237300,"2026/01/01 04:15:00",18.4,18,0,1808,
1767239100,"2026/01/01 04:45:00",18.3,18,0,1796,
1767240900,"2026/01/01 05:15:00",18.3,18,0,1797,
1767242700,"2026/01/01 05:45:00",18.2,18,0,1808,
1767244500,"2026/01/01 06:15:00",18.1,18,0,1796,
1767246300,"2026/01/01 06:45:00",18,18,0,1797,
1767248100,"2026/01/01 07:15:00",18,19.1,1195,613,
1767249900,"2026/01/01 07:45:00",18.4,19.5,1796,0,
1767251700,"2026/01/01 08:15:00",19.3,19.5,1658,150,
1767253500,"2026/01/01 08:45:00",19.9,19.5,0,1797,
1767255300,"2026/01/01 09:15:00",19.9,19.5,0,1796,
1767257100,"2026/01/01 09:45:00",19.7,19.5,0,1808,
1767258900,"2026/01/01 10:15:00",19.5,19.5,183,1614,
1767260700,"2026/01/01 10:45:00",19.5,19.5,1430,366,
1767262500,"2026/01/01 11:15:00",19.8,19.5,0,1797,
1767264300,"2026/01/01 11:45:00",19.8,19.5,0,1808,
1767266100,"2026/01/01 12:15:00",19.6,19.5,0,1796,
1767267900,"2026/01/01 12:45:00",19.5,19.5,397,1400,
1767269700,"2026/01/01 13:15:00",19.6,19.5,1087,721,
1767271500,"2026/01/01 13:45:00",19.8,19.5,0,1796,
1767273300,"2026/01/01 14:15:00",19.8,19.5,0,1797,
1767275100,"2026/01/01 14:45:00",19.6,19.5,0,1808,
1767276900,"2026/01/01 15:15:00",19.4,19.5,688,1108,
1767278700,"2026/01/01 15:45:00",19.6,19.5,860,937,
1767280500,"2026/01/01 16:15:00",19.8,19.5,0,1808,
1767282300,"2026/01/01 16:45:00",19.7,19.5,0,1796,
1767284100,"2026/01/01 17:15:00",19.5,19.5,10,1787,
1767285900,"2026/01/01 17:45:00",19.5,19.5,1474,323,
1767287700,"2026/01/01 18:15:00",19.8,19.5,0,1807,
1767289500,"2026/01/01 18:45:00",19.8,19.5,0,1797,
1767291300,"2026/01/01 19:15:00",19.7,19.5,0,1797,
1767293100,"2026/01/01 19:45:00",19.5,19.5,0,1807,
1767294900,"2026/01/01 20:15:00",19.5,19.5,1550,247,
1767296700,"2026/01/01 20:45:00",19.8,19.5,0,1797,
1767298500,"2026/01/01 21:15:00",19.8,19.5,0,1807,
1767300300,"2026/01/01 21:45:00",19.8,19.5,0,1797,
1767302100,"2026/01/01 22:15:00",19.7,18,0,1765,
1767303900,"2026/01/01 22:45:00",19.5,18,0,1796,
1767305700,"2026/01/01 23:15:00",19.6,17.9,0,1851,
1767307500,"2026/01/01 23:45:00",19.3,18,0,1797,
1767309300,"2026/01/02 00:15:00",19,18,0,1807,
1767311100,"2026/01/02 00:45:00",18.9,18,0,1797,
1767312900,"2026/01/02 01:15:00",18.8,18,0,1797,
1767314700,"2026/01/02 01:45:00",18.7,18,0,1807,
1767316500,"2026/01/02 02:15:00",18.5,18,0,1797,
1767318300,"2026/01/02 02:45:00",18.5,18,0,1797,
1767320100,"2026/01/02 03:15:00",18.4,18,0,1796,
1767321900,"2026/01/02 03:45:00",18.3,18,0,1808,
1767323700,"2026/01/02 04:15:00",18.2,18,0,1797,
1767325500,"2026/01/02 04:45:00",18.1,18,0,1796,
1767327300,"2026/01/02 05:15:00",18,18,0,1808,
1767329100,"2026/01/02 05:45:00",18,18,409,1388,
1767330900,"2026/01/02 06:15:00",18.1,18,1076,720,
1767332700,"2026/01/02 06:45:00",18.3,18,0,1808,
1767334500,"2026/01/02 07:15:00",18.4,19.5,1194,570,
1767336300,"2026/01/02 07:45:00",18.9,19.5,1796,0,
1767338100,"2026/01/02 08:15:00",19.7,19.5,743,1065,
1767339900,"2026/01/02 08:45:00",19.8,19.5,0,1796,
1767341700,"2026/01/02 09:15:00",19.7,19.5,0,1797,
1767343500,"2026/01/02 09:45:00",19.5,19.5,75,1733,
1767345300,"2026/01/02 10:15:00",19.5,19.5,1474,322,
1767347100,"2026/01/02 10:45:00",19.8,19.5,0,1797,
1767348900,"2026/01/02 11:15:00",19.8,19.5,0,1808,
1767350700,"2026/01/02 11:45:00",19.7,19.5,0,1796,
1767352500,"2026/01/02 12:15:00",19.5,19.5,226,1571,
1767354300,"2026/01/02 12:45:00",19.5,19.5,1323,485,
1767356100,"2026/01/02 13:15:00",19.9,19.5,0,1796,
1767357900,"2026/01/02 13:45:00",19.8,19.5,0,1797,
1767359700,"2026/01/02 14:15:00",19.8,19.5,0,1797,
1767361500,"2026/01/02 14:45:00",19.6,19.5,0,1807,
1767363300,"2026/01/02 15:15:00",19.5,19.5,0,1797,
1767365100,"2026/01/02 15:45:00",19.4,19.5,1204,593,
1767366900,"2026/01/02 16:15:00",19.7,19.5,473,1334,
1767368700,"2026/01/02 16:45:00",19.7,19.5,0,1797,
1767370500,"2026/01/02 17:15:00",19.6,19.5,0,1797,
1767372300,"2026/01/02 17:45:00",19.5,19.5,344,1463,
1767374100,"2026/01/02 18:15:00",19.6,19.6,1151,657,
1767375900,"2026/01/02 18:45:00",19.8,19.5,0,1797,
1767377700,"2026/01/02 19:15:00",19.8,19.5,0,1807,
1767379500,"2026/01/02 19:45:00",19.6,19.5,0,1797,
1767381300,"2026/01/02 20:15:00",19.5,19.5,0,1797,
1767383100,"2026/01/02 20:45:00",19.4,19.5,1215,592,
1767384900,"2026/01/02 21:15:00",19.7,19.5,269,1528,
1767386700,"2026/01/02 21:45:00",19.7,19.5,0,1797,
1767388500,"2026/01/02 22:15:00",19.7,18.4,0,1807,
1767390300,"2026/01/02 22:45:00",19.5,18,0,1797,
1767392100,"2026/01/02 23:15:00",19.3,18,0,1807,
1767393900,"2026/01/02 23:45:00",19.1,18,0,1797,
1767395700,"2026/01/03 00:15:00",18.9,18,0,1797,
1767397500,"2026/01/03 00:45:00",18.8,18,0,1807,
1767399300,"2026/01/03 01:15:00",18.7,18,0,1797,
1767401100,"2026/01/03 01:45:00",18.6,18,0,1797,
1767402900,"2026/01/03 02:15:00",18.5,18,0,1797,
1767404700,"2026/01/03 02:45:00",18.4,18,0,1807,
1767406500,"2026/01/03 03:15:00",18.3,18,0,1797,
1767408300,"2026/01/03 03:45:00",18.2,18,0,1797,
1767410100,"2026/01/03 04:15:00",18.1,18,0,1807,
1767411900,"2026/01/03 04:45:00",18.1,18,0,1797,
1767413700,"2026/01/03 05:15:00",18,18,0,1797,
1767415500,"2026/01/03 05:45:00",18,18,1485,322,
1767417300,"2026/01/03 06:15:00",18.3,18,0,1797,
1767419100,"2026/01/03 06:45:00",18.3,18,0,1797,
1767420900,"2026/01/03 07:15:00",18.3,19.1,1194,613,
1767422700,"2026/01/03 07:45:00",18.8,19.5,1797,0,
1767424500,"2026/01/03 08:15:00",19.6,19.5,947,860,
1767426300,"2026/01/03 08:45:00",19.8,19.5,0,1797,
1767428100,"2026/01/03 09:15:00",19.8,19.5,0,1797,
1767429900,"2026/01/03 09:45:00",19.6,19.5,0,1807,
1767431700,"2026/01/03 10:15:00",19.4,19.5,1345,452,
1767433500,"2026/01/03 10:45:00",19.8,19.5,140,1657,
1767435300,"2026/01/03 11:15:00",19.8,19.5,0,1797,
1767437100,"2026/01/03 11:45:00",19.6,19.5,0,1807,
1767438900,"2026/01/03 12:15:00",19.5,19.5,0,1797,
1767440700,"2026/01/03 12:45:00",19.6,19.5,0,1797,
1767442500,"2026/01/03 13:15:00",19.5,19.5,463,1344,
1767444300,"2026/01/03 13:45:00",19.5,19.5,1281,516,
1767446100,"2026/01/03 14:15:00",19.8,19.5,0,1797,
1767447900,"2026/01/03 14:45:00",19.7,19.5,0,1807,
1767449700,"2026/01/03 15:15:00",19.6,19.5,0,1797,
1767451500,"2026/01/03 15:45:00",19.5,19.5,259,1538,
1767453300,"2026/01/03 16:15:00",19.6,19.5,1162,645,
1767455100,"2026/01/03 16:45:00",19.7,19.5,0,1797,
1767456900,"2026/01/03 17:15:00",19.7,19.5,0,1797,
1767458700,"2026/01/03 17:45:00",19.6,19.5,0,1807,
1767460500,"2026/01/03 18:15:00",19.4,19.5,807,990,
1767462300,"2026/01/03 18:45:00",19.6,19.5,806,991,
1767464100,"2026/01/03 19:15:00",19.7,19.5,0,1807,
1767465900,"2026/01/03 19:45:00",19.6,19.5,0,1797,
1767467700,"2026/01/03 20:15:00",19.5,19.5,0,1797,
1767469500,"2026/01/03 20:45:00",19.3,19.5,11,1797,
1767471300,"2026/01/03 21:15:00",19.3,19.5,1797,0,
1767473100,"2026/01/03 21:45:00",19.9,19.5,451,1346,
1767474900,"2026/01/03 22:15:00",20,18,0,1786,
1767476700,"2026/01/03 22:45:00",19.8,18,0,1796,
1767478500,"2026/01/03 23:15:00",19.7,18,0,1808,
1767480300,"2026/01/03 23:45:00",19.5,18,0,1797,
1767482100,"2026/01/04 00:15:00",19.3,18,0,1796,
1767483900,"2026/01/04 00:45:00",19.1,18,0,1808,
1767485700,"2026/01/04 01:15:00",19,18,0,1797,
1767487500,"2026/01/04 01:45:00",18.8,18,0,1796,
1767489300,"2026/01/04 02:15:00",18.7,18,0,1797,
1767491100,"2026/01/04 02:45:00",18.6,18,0,1808,
1767492900,"2026/01/04 03:15:00",18.6,18,0,1796,
1767494700,"2026/01/04 03:45:00",18.5,18,0,1797,
1767496500,"2026/01/04 04:15:00",18.4,18,0,1808,
1767498300,"2026/01/04 04:45:00",18.3,18,0,1796,
1767500100,"2026/01/04 05:15:00",18.2,18,0,1797,
1767501900,"2026/01/04 05:45:00",18.1,18,0,1808,
1767503700,"2026/01/04 06:15:00",18,18,0,1796,
1767505500,"2026/01/04 06:45:00",17.9,18,0,1797,
1767507300,"2026/01/04 07:15:00",17.9,19.5,1194,603,
1767509100,"2026/01/04 07:45:00",18.3,19.5,1797,0,
1767510900,"2026/01/04 08:15:00",19.2,19.5,1807,0,
1767512700,"2026/01/04 08:45:00",19.8,19.5,108,1688,
1767514500,"2026/01/04 09:15:00",19.8,19.5,0,1797,
1767516300,"2026/01/04 09:45:00",19.7,19.5,0,1807,
1767518100,"2026/01/04 10:15:00",19.5,19.5,0,1797,
1767519900,"2026/01/04 10:45:00",19.4,19.5,560,1237,
1767521700,"2026/01/04 11:15:00",19.5,19.5,215,1581,
1767523500,"2026/01/04 11:45:00",19.4,19.5,291,1517,
1767525300,"2026/01/04 12:15:00",19.4,19.5,548,1249,
1767527100,"2026/01/04 12:45:00",19.5,19.5,0,1796,
1767528900,"2026/01/04 13:15:00",19.4,19.5,0,1808,
1767530700,"2026/01/04 13:45:00",19.4,19.5,1096,701,
1767532500,"2026/01/04 14:15:00",19.5,19.5,0,1796,
1767534300,"2026/01/04 14:45:00",19.5,19.5,0,1808,
1767536100,"2026/01/04 15:15:00",19.4,19.5,452,1345,
1767537900,"2026/01/04 15:45:00",19.4,19.5,904,892,
1767539700,"2026/01/04 16:15:00",19.5,19.5,0,1808,
1767541500,"2026/01/04 16:45:00",19.5,19.5,516,1281,
1767543300,"2026/01/04 17:15:00",19.5,19.5,322,1474,
1767545100,"2026/01/04 17:45:00",19.5,19.5,0,1797,
1767546900,"2026/01/04 18:15:00",19.4,19.5,453,1355,
1767548700,"2026/01/04 18:45:00",19.5,19.5,774,1022,
1767550500,"2026/01/04 19:15:00",19.6,19.5,0,1797,
1767552300,"2026/01/04 19:45:00",19.5,19.5,43,1765,
1767554100,"2026/01/04 20:15:00",19.5,19.5,408,1388,
1767555900,"2026/01/04 20:45:00",19.5,19.5,0,1797,
1767557700,"2026/01/04 21:15:00",19.4,19.5,515,1293,
1767559500,"2026/01/04 21:45:00",19.4,19.5,646,1150,
1767561300,"2026/01/04 22:15:00",19.5,18.8,0,2281,
1767563100,"2026/01/04 22:45:00",19.3,18,0,1808,
1767564900,"2026/01/04 23:15:00",19.2,18,0,1797,
1767566700,"2026/01/04 23:45:00",19,18,0,1796,
1767568500,"2026/01/05 00:15:00",18.9,18,0,1797,
1767570300,"2026/01/05 00:45:00",18.7,18,0,1808,
1767572100,"2026/01/05 01:15:00",18.6,18,0,1796,
1767573900,"2026/01/05 01:45:00",18.5,18,0,1797,
1767575700,"2026/01/05 02:15:00",18.4,18,0,1808,
1767577500,"2026/01/05 02:45:00",18.3,18,0,1796,
1767579300,"2026/01/05 03:15:00",18.2,18,0,1797,
1767581100,"2026/01/05 03:45:00",18.1,18,0,1808,
1767582900,"2026/01/05 04:15:00",18,18,0,1796,
1767584700,"2026/01/05 04:45:00",17.9,18,86,1711,
1767586500,"2026/01/05 05:15:00",17.9,18,495,1313,
1767588300,"2026/01/05 05:45:00",18,18,581,1215,
1767590100,"2026/01/05 06:15:00",18.1,18,387,1410,
1767591900,"2026/01/05 06:45:00",18,18,0,1797,
1767593700,"2026/01/05 07:15:00",18,19.5,1194,140,
1767595500,"2026/01/05 07:45:00",18.6,19.5,1797,0,
1767597300,"2026/01/05 08:15:00",19.4,19.5,1592,215,
1767599100,"2026/01/05 08:45:00",19.7,19.5,0,1797,
1767600900,"2026/01/05 09:15:00",19.6,19.5,0,1797,
1767602700,"2026/01/05 09:45:00",19.6,19.5,0,1807,
1767604500,"2026/01/05 10:15:00",19.5,19.5,0,1797,
1767606300,"2026/01/05 10:45:00",19.4,19.5,236,1561,
1767608100,"2026/01/05 11:15:00",19.4,19.5,602,1194,
1767609900,"2026/01/05 11:45:00",19.5,19.5,0,1808,
1767611700,"2026/01/05 12:15:00",19.5,19.5,386,1411,
1767613500,"2026/01/05 12:45:00",19.6,19.5,0,1796,
1767615300,"2026/01/05 13:15:00",19.7,19.5,0,1808,
1767617100,"2026/01/05 13:45:00",19.7,19.5,0,1797,
1767618900,"2026/01/05 14:15:00",19.7,19.5,0,1796,
1767620700,"2026/01/05 14:45:00",19.6,19.5,0,1808,
1767622500,"2026/01/05 15:15:00",19.4,19.5,776,1021,
1767624300,"2026/01/05 15:45:00",19.4,19.5,806,990,
1767626100,"2026/01/05 16:15:00",19.5,19.5,419,1389,
1767627900,"2026/01/05 16:45:00",19.6,19.5,0,1797,
1767629700,"2026/01/05 17:15:00",19.5,19.5,399,1398,
1767631500,"2026/01/05 17:45:00",19.5,19.5,571,1225,
1767633300,"2026/01/05 18:15:00",19.5,19.5,323,1485,
1767635100,"2026/01/05 18:45:00",19.5,19.5,257,1540,
1767636900,"2026/01/05 19:15:00",19.5,19.5,386,1410,
1767638700,"2026/01/05 19:45:00",19.5,19.5,322,1486,
1767640500,"2026/01/05 20:15:00",19.5,19.5,516,1281,
1767642300,"2026/01/05 20:45:00",19.5,19.5,517,1279,
1767644100,"2026/01/05 21:15:00",19.5,19.5,517,1291,
1767645900,"2026/01/05 21:45:00",19.6,19.5,0,1797,
1767647700,"2026/01/05 22:15:00",19.5,19.1,0,1935,
1767649500,"2026/01/05 22:45:00",19.4,19.5,775,1022,
1767651300,"2026/01/05 23:15:00",19.3,19,538,1485,
1767653100,"2026/01/05 23:45:00",19.4,18.5,0,1807,
1767654900,"2026/01/06 00:15:00",19.3,18.5,0,1797,
1767656700,"2026/01/06 00:45:00",19.1,18.5,0,1797,
1767658500,"2026/01/06 01:15:00",18.9,18.5,0,1796,
1767660300,"2026/01/06 01:45:00",18.8,18.5,0,1808,
1767662100,"2026/01/06 02:15:00",18.6,18.5,0,1797,
1767663900,"2026/01/06 02:45:00",18.5,18.5,76,1720,
1767665700,"2026/01/06 03:15:00",18.4,18.5,313,1495,
1767667500,"2026/01/06 03:45:00",18.4,18.5,581,1216,
1767669300,"2026/01/06 04:15:00",18.5,18.5,451,1345,
1767671100,"2026/01/06 04:45:00",18.5,18.5,0,1808,
1767672900,"2026/01/06 05:15:00",18.4,18.5,968,829,
1767674700,"2026/01/06 05:45:00",18.5,18.5,0,1796,
1767676500,"2026/01/06 06:15:00",18.5,18.5,451,1357,
1767678300,"2026/01/06 06:45:00",18.5,18.5,0,1797,
1767680100,"2026/01/06 07:15:00",18.5,19.5,1195,236,
1767681900,"2026/01/06 07:45:00",18.9,19.5,1796,0,
1767683700,"2026/01/06 08:15:00",19.6,19.5,753,1055,
1767685500,"2026/01/06 08:45:00",19.7,19.5,0,1797,
1767687300,"2026/01/06 09:15:00",19.6,19.5,0,1796,
1767689100,"2026/01/06 09:45:00",19.4,19.5,0,1808,
1767690900,"2026/01/06 10:15:00",19.5,19.5,517,1281,
1767692700,"2026/01/06 10:45:00",19.5,19.5,0,1796,
1767694500,"2026/01/06 11:15:00",19.4,19.5,0,1797,
1767696300,"2026/01/06 11:45:00",19.3,19.5,1033,775,
1767698100,"2026/01/06 12:15:00",19.4,19.5,968,828,
1767699900,"2026/01/06 12:45:00",19.6,19.5,0,1797,
1767701700,"2026/01/06 13:15:00",19.6,19.5,0,1808,
1767703500,"2026/01/06 13:45:00",19.6,19.5,323,1473,
1767705300,"2026/01/06 14:15:00",19.5,19.5,506,1291,
1767707100,"2026/01/06 14:45:00",19.5,19.5,452,1356,
1767708900,"2026/01/06 15:15:00",19.5,19.5,441,1355,
1767710700,"2026/01/06 15:45:00",19.5,19.5,376,1421,
1767712500,"2026/01/06 16:15:00",19.4,19.5,290,1518,
1767714300,"2026/01/06 16:45:00",19.4,19.5,969,827,
1767716100,"2026/01/06 17:15:00",19.6,19.5,516,1281,
1767717900,"2026/01/06 17:45:00",19.6,19.5,0,1797,
1767719700,"2026/01/06 18:15:00",19.5,19.5,839,968,
1767721500,"2026/01/06 18:45:00",19.6,19.5,516,1281,
1767723300,"2026/01/06 19:15:00",19.6,19.5,0,1797,
1767725100,"2026/01/06 19:45:00",19.5,19.5,710,1097,
1767726900,"2026/01/06 20:15:00",19.5,19.5,581,1216,
1767728700,"2026/01/06 20:45:00",19.6,19.5,323,1474,
1767730500,"2026/01/06 21:15:00",19.6,19.5,323,1484,
1767732300,"2026/01/06 21:45:00",19.5,19.5,398,1399,
1767734100,"2026/01/06 22:15:00",19.5,18,183,1582,
1767735900,"2026/01/06 22:45:00",19.4,19,0,1925,
1767737700,"2026/01/06 23:15:00",19.2,18.5,0,1797,
1767739500,"2026/01/06 23:45:00",19,18.5,0,1797,
1767741300,"2026/01/07 00:15:00",18.8,18.5,0,1797,
1767743100,"2026/01/07 00:45:00",18.7,18.5,0,1807,
1767744900,"2026/01/07 01:15:00",18.5,18.5,0,1797,
1767746700,"2026/01/07 01:45:00",18.4,18.5,517,1280,
1767748500,"2026/01/07 02:15:00",18.4,18.5,581,1226,
1767750300,"2026/01/07 02:45:00",18.5,18.5,387,1410,
1767752100,"2026/01/07 03:15:00",18.5,18.5,0,1797,
1767753900,"2026/01/07 03:45:00",18.4,18.5,236,1571,
1767755700,"2026/01/07 04:15:00",18.5,18.5,732,1065,
